id,title,date,genres,keyword1,keyword2,keyword3,keyword4,keyword5,link,profile
241,지진 발생 시 대피요령,2023-02-23,공지/행사,지진,발생,대피,요령,동서대학교,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91793,
242,동서대학교 제32회 입학식 안내,2023-02-20,공지/행사,동서대학교,오전,신입생,참여,,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91735,
243,23년도 1학기 복학(편입)생 학생예비군 신고 안내,2023-02-14,공지/행사,학기,복학,편입,학생,예비군,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91679,
244,2022-2학기 우수강의교원 공지,2023-02-13,공지/행사,학기,전임,교원,과대,전임,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91658,
245,「학위복 및 학사모 대여」,2023-02-09,공지/행사,학년,학위,수여,학위,복및,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91648,
246,[SW중심대학사업단] 2023-동계 SW기초교육 운영 프로그램,2023-02-03,공지/행사,프로그램,동계,기초,교육,운영,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91595,
247,"[민석도서관] ""특강"" 사람책을 찾습니다!",2023-02-02,공지/행사,민석,도서관,미래,교육,과연,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91592,
248,2022학년도 2학기 [BDAD 학습공동체] 우수팀 심사 결과 발표,2023-02-01,공지/행사,학년,학기,학습,공동체,우수,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91578,
249,제28회 학위수여식 안내,2023-01-31,공지/행사,,,,,,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91567,
250,동계방학 온라인 학습전략 특강(~2/20),2023-01-27,공지/행사,신청,바로가기,클릭,신청,기간,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91540,
251,[동서대학교 대학일자리센터] 컨설턴트 채용 공고,2023-01-25,공지/행사,동서대학교,대학,일자리,센터,컨설턴트,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91523,
252,[전체] 2022년 2학기 학습포인트 장학금 신청안내,2023-01-16,공지/행사,학기,학습,포인트,장학금,신청,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91451,
253,[전체] 2022년 한국형 온라인 공개강좌(K-MOOC) 공모전 모집(~1/29),2023-01-16,공지/행사,바로가기,,,,,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91450,
254,2023년도 병역판정검사 일자 및 장소 본인선택 안내,2023-01-09,공지/행사,세부,내용,첨부,,,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91388,
255,[SW중심대학사업단] 2023년 입학 전 SW교육 모집 공고,2023-01-06,공지/행사,예비,동서,여러분,여러분,합격,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91383,
256,23년도 1학기 복학(편입)생 학생예비군 신고 안내,2023-01-04,공지/행사,학기,복학,편입,학생,예비군,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91362,
257,2023년 지역인재 7급 수습직원 선발 시험 안내,2023-01-02,공지/행사,수습,직원,선발,시험,안내,https://www.dongseo.ac.kr/kr/index.php?pCode=MN2000191&pg=7&mode=view&idx=91351,
258,2024년 동계 IBK 기업은행 체험형 청년인턴 채용 (전공무관 ~11/1 14시),2023-10-13,취업,기업은행,체험,청년,인턴,채용,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93611,
259,한국후지필름비즈니스이노베이션(주) 2023년 신입 공개채용 (전공무관 ~10/29),2023-10-13,취업,한국,후지필름,비즈니스,이노베이션,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93606,
260,"2023 하반기 신한라이프 직무별 채용(신입) (소프트웨어, 글로벌비즈니스~10/15)",2023-10-13,취업,하반기,신한,라이프,직무,채용,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93605,
261,한국해양수산연수원 오션폴리텍 교육생 모집 (전공무관 ~12/22),2023-10-13,취업,한국,수산,수원,오션,폴리텍,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93601,
262,"KB굿잡 우수기업 취업박람회 (전공무관, 10/18)",2023-10-12,취업,기업,취업,박람회,전공,무관,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93593,
263,2023년 하반기 종근당 제약영업(MR) 신입사원 공개채용 (전공무관 ~10/19),2023-10-12,취업,신입사원,공개,채용,전공,무관,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93591,
264,HD 현대중공업 채용 (전공무관 ~10/16 오전 8시),2023-10-12,취업,현대,중공업,채용,전공,무관,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93589,
265,"2023년 대보그룹 신입사원 공개채용 (소프트웨어, 글로벌비즈니스 ~10/27)",2023-10-12,취업,소프트웨어,글로벌,비즈니스,접수,방법,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93587,
266,2023 하반기 현대그린푸드 대졸신입 공개채용 (전공무관 ~10/17),2023-10-12,취업,하반기,그린,푸드,대졸,신입,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93582,
267,2024년 (주)유비쿼스 신입사원 공채 (소프트웨어 ~10/25),2023-10-12,취업,유비,쿼스,신입사원,공채,소프트웨어,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93581,
268,NH 투자증권 2023년 하반기 대졸 신입사원 채용 (소프트웨어 ~10/15),2023-10-11,취업,투자,증권,소프트웨어,접수,방법,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93579,
269,(주)제일금속 채용 (전공무관 ~11/30),2023-10-11,취업,금속,채용,전공,무관,모집,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93578,
270,퀄리타스반도체 AE 신입/경력 채용 (소프트웨어 ~채용시마감),2023-10-11,취업,리타스,반도체,신입,경력,채용,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93575,
271,삼성 청년 SW 아카데미 11기 모집 (전공무관 ~11/6),2023-10-11,취업,삼성,청년,아카데미,모집,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93574,
272,2024년도 애경그룹 AKIS 신입사원 공개채용 (소프트웨어 ~10/31),2023-10-11,취업,신입사원,공개,채용,소프트웨어,,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93570,
273,2023 GS글로벌 하반기 신입채용 (글로벌비즈니스 ~10/24),2023-10-11,취업,글로벌,하반기,신입,채용,글로벌,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93569,
274,2023년 파수&스패로우 신입 공개 채용 (전공무관 ~10/22),2023-10-11,취업,스패,로우,신입,공개,채용,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93568,
275,E1 2023년 채용연계형 동계인턴 채용 (전공무관 ~10/29),2023-10-10,취업,전공,무관,접수,방법,홈페이지,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93563,
276,한국관광공사 관광 신직무 심화 ESG (전공무관 ~10/13),2023-10-10,취업,한국,관광,관광,직무,심화,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93562,
277,한국관광공사 관광 신직무 인사이트 특강 (전공무관 ~10/12),2023-10-10,취업,한국,관광,관광,직무,인사이트,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=1&mode=view&idx=93561,
278,그랜드코리아레저(주) 부산 롯데점 청년인턴 채용 (전공무관 ~10/26 15시),2023-10-10,취업,그랜드,코리아,레저,부산,롯데,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93560,
279,2024년도 CBS 신입/경력사원 선발 (전공무관 ~10/19 17시),2023-10-10,취업,신입,경력,사원,선발,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93559,
280,HF 한국주택금융공사 공공기관 오픈캠퍼스 (전공무관 ~10/20),2023-10-10,취업,한국,주택,금융,공공기관,오픈,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93558,
281,10월 1주차 채용정보,2023-10-10,취업,주차,채용정보,,,,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93556,
282,한국마사회 경마직원직 채용 (전공무관 ~10/18),2023-10-06,취업,한국,마사회,경마,직원,채용,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93547,
283,(주) 컴윌 채용 (전공무관 ~10/18),2023-10-06,취업,컴윌,채용,전공,무관,모집,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93546,
284,"2024년 DL이앤씨 신입사원 채용 (소프트웨어,전공무관 ~10/22)",2023-10-06,취업,신입사원,채용,소프트웨어,전공,무관,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93544,
285,청년일다방 마케팅 취업스터디 (전공무관 ~10/24),2023-10-06,취업,청년,다방,마케팅,취업,스터디,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93543,
286,간사이공항(에미레이트항공/EK) 공항지상직STAFF 모집 (전공무관 ~채용시마감),2023-10-06,취업,간사이,공항,미레이,항공,공항,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93542,
287,마이나비코리아 CIJ 온라인 기업설명회 (전공무관 ~10/09),2023-10-06,취업,마이,나비,코리아,온라인,기업,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93541,
288,2023년 (주)일화 신입 및 경력 채용 (전공무관 ~10/18),2023-10-06,취업,일화,신입,경력,채용,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93540,
289,2023년 하반기 한화솔루션 인사이트부문 신입사원 채용 (전공무관 ~10/20),2023-10-06,취업,전공,무관,접수,방법,홈페이지,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93538,
290,2023년 하반기 인천국제공항공사 신입직원 채용 (전공무관 ~10/19),2023-10-06,취업,전공,무관,접수,방법,홈페이지,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93536,
291,2023 하반기 LG유플러스 신입사원 채용 (전공무관 ~10/9),2023-10-06,취업,하반기,유플러스,신입사원,채용,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93535,
292,2023년 신규 MICE 행사 개발 공모전 (전공무관 ~11/12),2023-10-05,취업,행사,개발,공모전,전공,무관,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93528,
293,2023 하반기 정보보호 취업박람회 (전공무관 ~11/1),2023-10-05,취업,하반기,정보보호,취업,박람회,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93526,
294,2023 넥슨컴퍼니 채용형 인턴십 (소프트웨어 ~10/18),2023-10-05,취업,넥슨,컴퍼니,채용,인턴십,소프트웨어,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93525,
295,2023년 한국산업기술시험원 품질관리 교육생 모집 (전공무관 ~10/17),2023-10-05,취업,전공,무관,접수,방법,홈페이지,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93524,
296,2023년 하반기 포스코이앤씨 신입 채용 및 LIVE 설명회 (전공무관 ~10/16),2023-10-05,취업,설명,전공,무관,접수,방법,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93523,
297,"2023 하반기 계룡건설 신입사원 채용 모집 (소프트웨어,전공무관 ~10/18)",2023-10-05,취업,하반기,계룡,건설,신입사원,채용,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=2&mode=view&idx=93522,
298,경주스마트미디어센터 직원(연구원) 채용 (소프트웨어 ~10/11),2023-10-05,취업,경주,스마트미디어,센터,직원,연구원,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93521,
299,JW그룹 2023년 대졸 정규직 신입/경력 정규직 채용 (전공무관 ~10/10),2023-10-05,취업,그룹,경력,정규직,채용,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93520,
300,2023년 항공보안파트너스(주) 항공보안직 신규 채용 (전공무관 ~10/13),2023-10-05,취업,항공,보안,신규,채용,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93519,
301,2023년 하반기 한국타이어앤테크놀로지 채용 (전공무관 ~10/10),2023-10-05,취업,전공,무관,접수,방법,홈페이지,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93518,
302,2023 현대캐피탈 신입사원 채용 (전공무관 ~10/16),2023-10-05,취업,현대,캐피탈,신입사원,채용,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93517,
303,[SAP Korea] SYNC 아카데미 4기 모집 (전공무관 ~11/7),2023-10-05,취업,아카데미,모집,전공,무관,접수,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93516,
304,9월 5주차 채용정보,2023-10-04,취업,주차,채용정보,,,,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93510,
305,(주) 서원유통 탑마트 인턴사원 채용 (전공무관 ~10/3),2023-09-27,취업,유통,마트,인턴,사원,채용,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93495,
306,2023년 하반기 동원그룹 신입사원 모집 (전공무관 ~10/16),2023-09-27,취업,전공,무관,접수,방법,홈페이지,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93494,
307,울산지방중소벤처기업청 수출전문관(육아휴직 대체인력 기간제 근로자) 채용 (글로벌비즈니스 ~10/13),2023-09-26,취업,울산,지방,벤처기업,청수,출전,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93493,
308,한국전력기술(주) 신입사원 및 전문인력 채용 (전공무관 ~10/11),2023-09-26,취업,한국전력,기술,신입사원,전문,인력,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93492,
309,(주)신세계라이브쇼핑 신입사원 모집 (전공무관 ~10/12),2023-09-26,취업,신세계,라이브,쇼핑,신입사원,모집,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93491,
310,신세계아이앤씨 채용연계형 SW개발자 양성 프로그램 (전공무관 ~10/25),2023-09-26,취업,신세계,채용,개발자,양성,프로그램,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93490,
311,"2023년도 하반기 한국산림복지진흥원 정규직[5급, 6급] 채용 (전공무관 ~10/12)",2023-09-26,취업,채용,전공,무관,모집,부문,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93487,
312,"2023 부산 콘텐츠 아카데미 게임 취업 토크 콘서트 (전공무관, 10/7)",2023-09-26,취업,부산,콘텐츠,아카데미,게임,취업,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93485,
313,(주)신세계 신입사원 모집 (전공무관 ~10/12),2023-09-26,취업,신세계,신입사원,모집,전공,무관,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93484,
314,(주)신세계아이앤씨 2023 신입사원 모집 (전공무관 ~10/12),2023-09-26,취업,신세계,신입사원,모집,전공,무관,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93483,
315,(주)신세계 사이먼 2024 신입사원 모집 (전공무관 ~10/12),2023-09-26,취업,신세계,사이먼,신입사원,모집,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93482,
316,(주)신세계인터내셔날 신입사원 모집 (전공무관 ~10/12),2023-09-26,취업,신세계,인터,신입사원,모집,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93481,
317,2023년 하반기 KT ds 신입사원 공개채용 (소프트웨어 ~ 10/10),2023-09-26,취업,신입사원,공개,채용,소프트웨어,접수,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=3&mode=view&idx=93480,
318,2023년 BC카드 하반기 신입사원 채용 (전공무관 ~10/5),2023-09-26,취업,카드,하반기,신입사원,채용,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93479,
319,(주)이마트 신입사원 모집 (전공무관 ~10/12),2023-09-26,취업,이마트,신입사원,모집,전공,무관,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93478,
320,차병원·바이오그룹 신입/JUNIOR 대규모 공채 (전공무관 ~10/16),2023-09-26,취업,차병원,바이오,그룹,신입,대규모,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93477,
321,쎄트렉아이 2023 하반기 대규모 채용 (소프트웨어 ~10/9),2023-09-26,취업,쎄트렉아이,하반기,대규모,채용,소프트웨어,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93475,
322,2023년 하반기 한국지능정보사회진흥원 정규직 및 무기계약직(일반직) 채용 (전공무관 ~10/4),2023-09-26,취업,일반,채용,전공,무관,모집,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93474,
323,2023년도 하반기 한국인터넷진흥원 정규직 공개채용 (전공무관 ~10/5),2023-09-25,취업,전공,무관,접수,방법,홈페이지,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93467,
324,2023 하반기 롯데케미칼 기초소재사업 신입채용 (소프트웨어 ~10/5),2023-09-25,취업,하반기,롯데,케미칼,기초,소재,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93466,
325,삼성생명 금융아카데미 모집 (전공무관 ~10/20),2023-09-25,취업,삼성,생명,금융,아카데미,모집,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93464,
326,(주)한화 글로벌 2023 신입사원 채용 (소프트웨어 ~10/4),2023-09-25,취업,한화,글로벌,신입사원,채용,소프트웨어,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93460,
327,9월 4주차 채용정보,2023-09-25,취업,주차,채용정보,,,,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93458,
328,이마트에브리데이 인턴사원 모집 (전공무관 ~10/9),2023-09-22,취업,이마트,에브리데이,인턴,사원,모집,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93456,
329,유네스코한국위원회 국제협력사업실 한시 계약직 채용 공고 (전공무관 ~10/12),2023-09-22,취업,유네스코,한국,위원회,국제,협력,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93452,
330,2023년 선진 신입 및 경력 대규모 채용 (전공무관 ~10/4),2023-09-22,취업,전공,무관,접수,방법,홈페이지,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93446,
331,이카운트 2023년 하반기 개발본부 경력 및 신입 채용 (소프트웨어 ~10/9),2023-09-22,취업,이카운트,소프트웨어,접수,방법,홈페이지,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93445,
332,2023 SK이노베이션 계열 신입사원 모집 (전공무관 ~9/24),2023-09-21,취업,이노베이션,신입사원,모집,전공,무관,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93441,
333,비전테크 (전공무관 ~9/27),2023-09-21,취업,테크,전공,무관,모집,부문,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93439,
334,2023년 하반기 (주)한샘 신입사원 공개채용 (전공무관~10/16),2023-09-21,취업,신입사원,공개,채용,전공,무관,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93438,
335,2023년 이엔에프테크놀로지 신입/경력 수시채용 (전공무관 ~10/9),2023-09-21,취업,경력,수시,채용,전공,무관,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93436,
336,(주)동화엔텍 각 부문별 신입/경력 사원 모집 (소프트웨어 ~10/13),2023-09-21,취업,동화,부문,신입,경력,사원,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93435,
337,용마로지스주식회사 2023년 9월 각 부문별 신입 및 경력 채용 (전공무관 ~10/9),2023-09-20,취업,용마로지스,주식회사,전공,무관,접수,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=4&mode=view&idx=93425,
338,2023 LS전선 산학장학생 선발 (소프트웨어 ~10/4),2023-09-20,취업,전선,산학,장학생,선발,소프트웨어,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93422,
339,2023년 하반기 GS칼텍스 일반직 신입사원 채용 (소프트웨어 ~10/4),2023-09-20,취업,칼텍스,신입사원,채용,소프트웨어,접수,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93421,
340,2023년 BNK캐피탈 신입사원 채용 (전공무관 ~9/24),2023-09-20,취업,캐피탈,신입사원,채용,전공,무관,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93420,
341,아모레퍼시픽그룹 2023년 하반기 신입사원 수시채용 (전공무관 ~10/3),2023-09-19,취업,아모레퍼시픽,그룹,전공,무관,모집,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93418,
342,백양 새마을금고 채용 (전공무관 ~ 9/27),2023-09-19,취업,새마을금고,채용,전공,무관,모집,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93412,
343,2023년 하반기 주택도시보증공사 정규직 채용공고 (전공무관 ~10/4),2023-09-19,취업,전공,무관,모집,부문,담당,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93411,
344,보령 2023 하반기 신입&경력 공채 (전공무관 ~10/17),2023-09-19,취업,보령,하반기,신입,경력,공채,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93409,
345,LX인터내셔널 신입사원 채용 (채용연계형 인턴십) (전공무관 ~10.01),2023-09-19,취업,인터내셔널,신입사원,채용,채용,인턴십,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93408,
346,한국산업기술진흥협회 알앤디잡 현직자 직무체험 프로그램 참가자 모집 (소프트웨어 ~10/3 ),2023-09-19,취업,한국,산업,기술,진흥,협회,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93407,
347,2024년 한국보훈복지의료공단 보훈병원 간호직 공개채용 (바이오헬스융합 ~9/27),2023-09-19,취업,바이오,헬스,융합,접수,방법,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93406,
348,2023년도 하반기 전국 농·축협 신규직원 채용 (전공무관~9/25),2023-09-18,취업,축협,신규,직원,채용,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93405,
349,여천NCC 2023년도 하반기 전문기능직 인턴사원 모집 (전공무관 ~9/25),2023-09-18,취업,여천,전공,무관,접수,방법,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93404,
350,클린룸 실습 기반 MOSFET 반도체 공정 전문인력(2차) 교육생 모집 (전공무관 ~10/6),2023-09-18,취업,클린룸,실습,기반,반도체,공정,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93403,
351,채용연계형 정보보호 컨설턴트 양성 과정 교육생 모집 (전공무관 ~9/30),2023-09-18,취업,채용,정보보호,컨설턴트,과정,교육,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93402,
352,"2023년 중앙그룹(중앙일보, JTBC 등) 신입사원 공개 채용 (전공무관 ~10/04)",2023-09-18,취업,중앙,일보,신입사원,공개,채용,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93401,
353,2023 하반기 대원제약 DNA채용 (전공무관 ~9/25),2023-09-18,취업,하반기,대원,제약,채용,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93400,
354,2023 풍산그룹 신입사원 모집 (전공무관 ~10/4),2023-09-18,취업,풍산,그룹,신입사원,모집,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93399,
355,2023 (주)일화 신입 및 경력 채용 (전공무관 ~9/20),2023-09-18,취업,일화,신입,경력,채용,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93398,
356,2023 메디톡스 그룹 신입/경력사원 채용 (전공무관 ~10/4),2023-09-18,취업,디톡스,그룹,신입,경력,사원,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93394,
357,2023 하반기 일진그룹 신입/경력사원 공개채용 (전공무관 ~10/3),2023-09-18,취업,하반기,일진,그룹,신입,경력,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=5&mode=view&idx=93393,
358,"2023 로레알코리아 커리어톡 in 광주 안내 (전공무관, 9/21)",2023-09-18,취업,로레알,코리아,커리어,광주,안내,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=6&mode=view&idx=93392,
359,2023년 골프존뉴딘그룹 개발/기획 부문 채용연계형 인턴십 모집 (전공무관 ~10/3),2023-09-18,취업,기획,부문,채용,인턴십,모집,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=6&mode=view&idx=93391,
360,2023년 하반기 코스맥스그룹 신입사원 모집 (전공무관 ~10/5),2023-09-18,취업,전공,무관,접수,방법,홈페이지,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=6&mode=view&idx=93390,
361,2023년 하반기 SK에코엔지니어링 Junior Talent 채용 (전공무관 ~10/4),2023-09-18,취업,에코,엔지니어링,채용,전공,무관,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=6&mode=view&idx=93389,
362,9월 3주차 채용정보,2023-09-18,취업,주차,채용정보,,,,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=6&mode=view&idx=93386,
363,세스코 서비스 디자이너 채용 (전공무관 ~10/22),2023-09-15,취업,세스코,서비스,디자이너,채용,전공,https://www.dongseo.ac.kr/kr/index.php?pCode=job_plus&pg=6&mode=view&idx=93372,
